text,label
"@Katie_Locker dude it's raining it's so depressing I want a sunny day for the dinner  wah !!!","1"
"awwwwwww my bf is depressed ","1"
"can not be bothered goin to work  x","1"
"@donniewahlberg I thought u were a man of your word, guess i was wrong   Lots of fans in UK gonna be VERY upset that your NOT comin back.","1"
"Seems to just upset people wherever he goes right now ","1"
"i'm really upset right now  and there's no one to talk to (","1"
"I am going to disconnect my self from the Internet for a while as I cant be bothered to sit at my mac all day and my phone has no credit ","1"
"if someone just blames you for EVERY fight . .  is it okay to be upset  awww","1"
"@slake_ my friends upset and I just dunno what to say at all ","1"
"It's cold and I hve to work tomorw  so tired cldnt be bothered going to sleepp.. Textinggg!! (L)","1"
"It's raining  Can't be bothered to do anything I should be doing","1"
"is saddened by the weather!  Bring back the sun... please.....","1"
"has got a fucking science exam on tuesday how depressing  oh well lol Seanny i love you so much i cant describe it!joke!your just sluttyxx","1"
"I'm so depressed that monsoon is here ","1"
"needs to go to the shops but cant be bothered putting makeup on  xxxx","1"
"You know how normally when you wake up after being really upset the night before, you feel better, right? Not me. Not today, at least. ","1"
"wondering when i should bother to do my english corsework ","1"
"so depressed. ","1"
"@scoutbrandie I know, we are quite upset about a Total Recall remake as well. Heard the rumour about 6 months ago. It pains me ","1"
"Benn depressed had a very very bad day  ","1"
"Watching &quot;The Wind That Shakes The Barley&quot;, god it's so depressing ","1"
"Donnie wahlberg I was so upset last night at the meet and greet I traveled all the way from the bronx ny and got pushed out the way   ...","1"
"@elzibelz i need a B in it  yeeeah im not gonna start revish for it until after deutsch. but im not sure if im bothered? :|","1"
"I am upset no sun and rain instead! ","1"
"Please stop the rain it's starting to depress me ","1"
"After last week, having severe anxiety about working at the bar tonight  I don't waaaannna.  I hope it's not busy. Ugh.","1"
"@GHmltn Sorry did my depressive state scare you away! ","1"
"@carole29 yes please, I'm too upset at the situation ","1"
"this whole week has been a pile of crap, what a shiteous day this is, never felt so alone and upset  wanna cry and sleep","1"
"So depressed today. Went to church last night &amp; it helped a little. My heart just hurts ","1"
"@botherer aww, your DS.  ","1"
"My best friend is going back to Germany today annd i am the most depressed person right now it sux  i hate this","1"
"VERY unpleasant surprise in that bloody obama white house special! grrrrr  dont bother asking.","1"
"@TeamDLovato it really stupid i think. why do they bother ","1"
"Didn't go out tonight.  Very upsetting.  ","1"
"@sammi_jade ..... I luvs it too...were in Uk this time last yr  *gettin all depressed * x","1"
"how annoying i got to do all the housework....i really can't be bothered!!! ","1"
"@Maialan  now am depressed and br'3ii is sleepin since I came home ","1"
"@milycyrus oh....i'm really upset cause you are not allowed to buy vip tickets for miley cyrus  I really want to meet her!","1"
"@mileycyrus oh...i'm really upset cause you are not allowed to buy vip tickets for miley cyrus  I really want to meet her!","1"
"@heartbrken4evr its alright !!  our whole school is like in depression mode though everyone loved him! x","1"
"So upset that it isn't hot enough for the beach ..that ruins my plans 4 the day ","1"
"I'm feeling quite upset right now, because of Mary!!! ","1"
"Totally forgot that I was in a wreck last night. So depressing to remember that your car is busted up ","1"
"Went to bed upset... and now I have a head ache ","1"
"@sandinj why would i be upset? ","1"
"exhausted work til 1. worst weeek by far, js soo gooddaymm upset ","1"
"just got really depressed ","1"
"@DesperateHouseW if it's not susan, I will be VERY upset. Which is why I think it won't be susan ","1"
"I'm enjoying an alcohol free week, but not enjoying the depressing weather blahhh ","1"
"I'm a little upset that I can't sleep past 9:00 AM anymore....stupid work schedule screwed up my lazy sleeping schedule ","1"
" it wasnt sunday roast.. jus a chicken cookin for tomoro, how depressin , i'd got my hopes up lol x","1"
" id forgotten how upsetting this is.","1"
"heya i felt really bad yesterday and not bad as in ill bad as in upset theres a lot of things going on for both me and my friend ","1"
"depressing over the rain ","1"
"The thing that bothers me about Sims3 is mostly the cartoony looking people. I'm so used too CC making sims look pretty lifelike ","1"
"I hate walking home after I've stayed at a friend's house tbh. I'm tired, I need a shower and I can't be bothered doing anything ","1"
"sales from CP depressing since stores removed from MarketPlace.  ","1"
"Apparently i talk in my sleep and i grind my teeth really hard and loudly.  thats depressing.","1"
"i am so depressed. sims 3. DOESN'T work. well not on my computer. or laptop. ","1"
"depressing myself with that Everybody's Free song. the version from Romeo and Juliet    its soo fricken catchy though :|","1"
"@kath_mell Mee 2  its depressing ain't it!! what you up 2? x","1"
"@Rianca Same. Its been raining here for hours! Kinda relaxing yet a little  depressing ","1"
"@Remi_Fagbohun OMG! The Air Yeezy's dropped finally?!? I'm so excited yet depressed that it hasn't dropped in my closet yet ","1"
"Step five: be upset because all the washcloths are dirty and i have to use an ugly one ","1"
"Roots Picnic today and I won't be there  this is depressing and maybe I'll just stay in bed.","1"
"i'm so depressed right now ","1"
"oh i just got quite upset when i found out Miss L has been in hospital  love her too much X","1"
"is upset. NineWest, you disappoint me ","1"
"@fionamccarthy miss you? I am catching up on hollyoaks and it is a bit upsetting that Justin has left ","1"
"ah mum says i have anxiety i don't even know what that is ","1"
"@1capplegate BOO  i know you are upset but never compare Italy to France,it's kinda offensive.We hate France.","1"
"it's so depressing when you see people who're pulling you down... though you're not doing anything against them... ","1"
"@softtouchme I am sorry that she upset you.  ","1"
"is upset ","1"
"A.k.a. Daniel Craig, Jamie Bell and Liev Shlieber (or something like that) this is just too depressing to watch ","1"
"Bad news, sad day. Feeling depressed. ","1"
"Sounds like the Newstalk newsreader is a green, she got really upset at their wipeout  #le09","1"
"@chelseaheyy, ahh that sucks. Here the weather is okay, a little bit boring. ;D Little depressing? Ahhh ","1"
"I don't think I'll bother with church tomorrow. Kids not sleeping well and feeling very tired. I'll have a lie-in instead. ","1"
"@xLucyloox Me 2, and im all upset. ","1"
"No one will speak to me on this  Seems useless bothering to update it.","1"
"@megsandbacon maybe she's just upset and/or in need of a shower. Why u hatin' on the homeless megs? ","1"
"@Kbaztg i'm upset with you. you should have added tris in the formula too ","1"
"@trent_reznor Trent, Im upset....is it TRUE that there will be no more NIN after this tour??   ","1"
"has nothingggg to dooo! wishh i could be with the Ruptorss  and theyy didnt even bother to tell me of the BBQ! :O ruuuuuuude!  neverMind","1"
"wondering why I bother doing the mashups / videos etc. Thankless task, completely. ","1"
"@iamfrangipan With you on that. So depressing. ","1"
"I get myself so upset sometimes ","1"
"@EdRoffe XO edmund you were supposed to deny it and say madison michelle taylor you are perfect will you marry me. i'm upset ","1"
"I'm about to make a three hour trek to the airport and my little 6 y/o sparkle has an upset tummy. ","1"
"i seem to be the only person in the world not going out tonight and it depresses me ","1"
"Study on weekend is so depressing ","1"
"i miss the sun!!!  it's raining again, fuck off!  it makes me depressed ","1"
"Our Panasonic Plasma tv has been out now for almost 2 weeks and now the part that's needed is backordered.Hubby and daughter depressed ","1"
"after watching all the FS videos on youtube, i am officially depressed ","1"
"http://twitpic.com/6r23q - I miss u so much  i miss our games, when you bother me while sleeping, when you wake me up pulling my hair. ...","1"
"A little upset. I've been up since 6 something this morning and still no word from my baby. ","1"
"@jestdempsey Fleetwood Mac canceled at the last minute here in Cgy due to illness.  Some very upset ppl who arranged flights/hotels.","1"
"Reduced fat all natural peanut butter...why even bother eating it? I might as well go lick a cardboard box. mmmmm ","1"
"The bird in my tree outside must have had post partum depression. 4 dead baby birds pushed out of the nest this morning. RIP baby birds ","1"
"updated XBMC. Yay! Doesn't work now, bother  That may have to wait until tomorrow.","1"
"My fricken eye keeps twitching. It's bothering me! ","1"
"is super upset ","1"
"just chillin watchin the rain pour down!how depressin ","1"
"had the worssst day and is totally depressed ","1"
"pretty upset I left my ipod home ","1"
"@IvanaE ahah i wont be able to go. my sister was so upset ","1"
"Update  I'm upset, it's cold and cloudy. I have to work and i'm right on the beach ","1"
"@moonlady The more I hear of the story the more depressed I get  Dying in Thailand seems bad enough. I just imagine the surroundings...","1"
"Very upset! The weather is all nasty and gross here at canton! Probably not gunna get to get out on the water! ","1"
"@scottdjmills not you're not the only one watching footie, and if i was it would be saints and that would be depressing ","1"
"Just came back from the tokyo game action auction in winchendon. Very depressing ","1"
"@jessgoldberg I REALLY wanted to present - I knew I wanted to since before coming to FS - but I was too sick. I am eternally upset! ","1"
"Im sort of hungry but cant be bothered to make anything and also J is waiting for his dinner ","1"
"Did you guys have noticed when raining people are depressed and  really bored?? I do ","1"
"@JammyRabbins leash babies are so depressing ","1"
"Bed time, I've been feeling REALLY fucking depressed lately.  -sigh ","1"
"@amyanxiety that was dumb the venue is mean ","1"
"@MonicaAddeli me too. and now my mom is bothering me ","1"
"@kdonnn:  I'm saddened by your lack of masculinity.","1"
" were not bffs anymore o well it happens im gonna stay upset for a while but im gonna get over it i think its time 4 bed lol nite nite ev","1"
"@Tommrob I know, it's depressing ","1"
"Went to Troy for the first time in 2 months to pick up comics today. I'm depressed at how much Aquilonia changed  I miss Marc","1"
"@caige I can't belive warped tour have stolen you for the entire summer. Im well upset about it  No good shows in england now","1"
"@Raven12 Still, it's not the est to be around all that noise if your head is bothering you  Hope u feel better @loretin Aren't we all?? xD","1"
"thout of this min. y cant it always be night if it was allwayds night then the sun would never bother me ","1"
"gettin a tat haha yay!!! upset panera got rid of the creamy tomato soup ","1"
"@sc_mu tnxs 4the call.tired. a day 2 think. need to have life yep I  feel depressed     too much .","1"
"@beastie_child Not entirely sure...just a general wave of depression...maybe its lack of sun...and choco goodness ","1"
"@jinnah No! Because I was still expecting my cookies!  now I feel sad and depressed","1"
"@nickijo mine too, its super upsetting. im sorry sticky. ","1"
"today seems like 1 of those very boring, slow, depressing days ","1"
"@TonyLetts Acquired taste??????  What on earth could you mean?  I'm shocked and saddened Mr Letts ","1"
"@waymonhudson I was shocked to read what @SOCMagic said to you. Shocked and saddened. Poor spelling and ignorance make me cry. ","1"
"@nicksantino I'm really upset you're not coming to detroit ","1"
"y am i feelin depressed??? ","1"
"i can't find my sims game!! this is upsetting. now i have nothing to do.  lol","1"
"@Leafybear No, it's not good   Really not happy with him, but getting upset won't bring it all back so... Lost hundreds of photos ","1"
"@justjosephjonas ohh that one. well he doesn't love me! you can ask him. im in a depressing song mood! i'm sad ","1"
"Last night, Finally watched the movie &quot;Marley &amp; Me&quot;, the ending was so depressing!!! I could not stop the tears. ","1"
"This graduation was depressing! next time it will be me and my friends... my gosh life comes at you fast ","1"
"is very sad because she upset someone today...if they didn't care so much i may not have...didn't mean to and i HATE that i did ","1"
"Back off miley, BACK OFF! NICK'S NOT YOURS ANYMORE! I'm so upset and sad and omg i'm gonna cry... ","1"
"MUST STOP WATCHING @NKOTB VIDEOS ON YOUTUBE. Just depressing myself that I wont be at the show tomorrow night when I was supposed to be. ","1"
"Im fixn 2 bash my friends right now bucz im sad and depressed.  My life is so sad.","1"
"is a little upset at the moment ","1"
"Alrighty, im done tlkin 4 awhile...was jus a lil upset... ","1"
"I got a huge return last night..  i'm so broke right now. And pretty upset.","1"
"It's nearly 6am, I'm still upset  can't sleep.","1"
"@Alisha2009 aww lol  dw babe i couldnt get tickets  i was well depressed ha still am  xx","1"
"@aprylegotjokes yeah, nothing was wrong. i just forgot to call when i got back from pooler. sorry they bothered you ","1"
"I feel bad, the one on her finger is particularly bothering her. ","1"
"loads of my family are sick not from flu or anything but so worried bout them so depressed  everyones so upset","1"
"@mattmcnabb I so upset I missed your call  Try me again at 1:00 am your time and I should be available","1"
"@quartetship that's so depressing  I'm glad that I downloaded it while I had the chance. Lmao.","1"
"i am depressed ","1"
"i wish i could go out 2night. im so depressed,man its killing me   &amp; i got too much on my mind.","1"
"@IAMtheCOMMODORE i hope i can get through later! i NEVER get through. it makes me sad  i get depressed D:","1"
"has an upset stomach ","1"
"@thisjustin_ not in the slightest.  depressing.","1"
"depressed. seriously have NO MONEY, so theres a 99% chance me + @JennyyLouisee are NOT GOING TO SEE MILEY IN DECEMBER. ","1"
"@elizabethduffy That part is so depressing.  And later on too. But it will get really good at the end, I promise!","1"
"@nyappyrhiiee  thats mean  is she still upset that im not into her like shes in to me?","1"
"Today has made me realise that I really can't stand living in England, I mean it's july and the weather is depressing ","1"
"Today has made me realise that I really can't stand living in England - it's july and the weather is depressing  I miss the sun","1"
"@elliotminor I can't go to any of EM's gigs, you've gotta be 14, and my best mate and I are only 13, we're well upset ","1"
"@cassidydawn Pretty upset that I forgot to take my phone outside  SORRY","1"
"It's wierd how songs between you and your exes are still sad and depressing after 5 months. ","1"
"i'm so upset i am not in NYC right now with my fellow GQMFs  i just learned about the meet up and there's no time to go now haha","1"
"@westham999   they lost    am depressed now. Going to bed.","1"
"@KimWalshUk aw poor sarah  shouldn't it be Cheryl upset cause it's in Newcastle isn't it lol?","1"
"Probably  Its not  i codnt be bothered i feel horrible lol! Need to do sumit practical feel like iv wasted the day","1"
"Don't even bother! ","1"
"So upset I missed out on all of the Yeezy's  ...Not. Upset that I didn't get a chance to cop them to resell &amp; make $400, yes.","1"
"@Daizz26 Geez, I am upset.... ","1"
"@Labanya_x3 Yeah I'm ok. Are you ok ... you said you were upset  Is everything ok?","1"
"Tummy upset today  Will need to spend tomorrow getting ready for our 1st co-op session on Monday","1"
"@bronteberlin that is hard.  I am not upset just grossed out. ","1"
"Another vote for Jessica.  V. upsetting","1"
"I'm so upset. My sim just died... After all we've been through! ","1"
"I find it depressing that ppl want me to dance to &quot;sex on fire&quot; ","1"
"@Starrgirlxo no don't be! i'm sorry for upsetting you ","1"
"@Starrgirlxo ..upsetting you anyway ","1"
"Who's letting fireworks off at the wrong time of year &amp; upsetting Stella again?! ","1"
"@MrBTec sorry twitter is refusing to let me DM atm  really upsetting for me","1"
"@jennisariot i wish i'd bothered to plan it out better. couldve had a gathering. heyho.  sad face.","1"
"im siting in my bed so so so bored watching extreme makeover home additionits so upseting i think im going to cry  .x.x.x.x.","1"
"Im upset cause im only 13 and i cant get in to elliot minors gigs ","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"Just order some stuff at Urban Outfitters. This whole depressive stress splurging thing is not good... ","1"
"@SirEdwardCullen  I'm worry baby. ( I'm really upset too.....","1"
"catching up on season 2 of gossip girl. ngl, chuck being heartbroken over blair made me upset. ","1"
"@websiteowner yeh I'm not to bothered I'm sure I'll get rid of it, just means I won't be staying over now so no drinking! ","1"
"@mjstopani I'm going to be so upset ","1"
"@MistaBaddass dude u dont even know, depression is setting in. Currently boarding my plane ","1"
"@JAShaiku  ** Boo! Too depressing!! ","1"
"is upset she missed Laura's wedding as she is feeling so poorly ","1"
"one sure sign your having a funky depressed day &quot;Blizzard Cookie Dough from Dairy Queen with Hot Fudge&quot; have not had one in a few years ","1"
"Is upset she missed Laura's wedding as she is feeling so poorly ","1"
"About to hit up the gym... I'm finally working out instead of eating when I get depressed... I figure it's healthier ","1"
"Eating out alone is so depressing but i want mah tonkatsu ","1"
"@mystique413 ahhh cooool i just hope it isnt the end  id be upset ive even upset things about it   xx","1"
"gosh, why are my tweets today so depressing? oh well, guess thats what happens when im sick &amp;&amp; feel like crap ","1"
"Just turned on MTV and saw @LaurenConrad leaving The Hills and it still makes me upset. ","1"
"is upset that the Jonas Brothers account on YouTube got suspended... ","1"
"can't believe I lost my purse on the way home from Tamworth, so upset, time to cancel all my cards ","1"
"Does anyone have an extra ticket to see Phoenix at Park West on Saturday?! I'm so depressed, I thought I already bought one but I didn't! ","1"
"@4RustedHorses Aww, bebe, I care when you're upset! ","1"
"Omg im gonna miss the hockey game! Im so upset! ","1"
"Ok took the celebrity test who is your best match celeb. Daniel Day Lewis 93% WTH Johnny Depp only 85%  I am depressed. ","1"
"AAAARRRGGHHH i shouldnt let it bother me so much  but theyre so mean, jb must read some comments they get..and they have to read that crap","1"
"Having a beer and listening to Incubus, totally fucking depressed tonight and I don't know why. ","1"
"@jsgreyhoundgirl  that is so sad   poor king and polly. really depressing, birds are so sensitive.","1"
"depressed that I am about to have to go outside and mow ","1"
"Suddenly, i felt depressed. Man, learned this afternoon to not meddle with the affairs of the heart. ","1"
"is at my cuzin Amber's grad party but still a little upset about this morning ","1"
"@Zaidah1 I was disappointed as well.  I had high expectations and left the movies saddened.","1"
"@BossLadiToya Thats whatsup! I tried to check it out last week sometime, but my computer wouldn't let me hear it...that saddened me ","1"
"Is tired but cant be bothered going to sleep ","1"
"@MelBee85 Did you hear that Naslund retired? I'm still upset Keith Primeau retired in '05 cause I never got to see him play. ","1"
"btw half an hour until i get out of work but my tummy is upsetties ","1"
"@hollymadison123 I can't meet you tonight because I'm not 21!! 6 MORE MONTHS. I'm so upset!! ","1"
"Mine That Bird was upset by Summer Bird!  Looking forward to Mexico vs. El Salvador for World Cup Qualifying!!","1"
"@KelseyWolfe aww. me too!  too many concerts...im upset about that. and now we can't get em on ebay!","1"
"This just saddens me  http://bit.ly/vRkIw","1"
"Blazing with my big sister &lt;3 I left my red bull in my moms truck I'm so upsett ","1"
"@botheredbybees Nice job Bees! Hobart street art is unique hey! If only Hobart music made its way into ccmixter. (tried to comment on Vox ","1"
"@BeckyBreakdown that's depressing ","1"
"Gentilly is still post-katrina super depressing ","1"
"@sammieepaige that's REALLY depressingg. ","1"
"no one is on AP. it's very depressing. ","1"
"so, so, so upset. in bed on my own and i dont wana be, i miss him so much  just so down","1"
"soooooo upset  i wish i could talk 2 someone about it","1"
"Just want my normal life back  no appetite and this nausea is getting me depressed","1"
"this afternoon is quite depressing for some reason... ","1"
"It saddens me I never got to see Mercury live ","1"
"why do pittsburgh penguins like to upset me so much   ","1"
"It's really upsetting when Bella leaves and says all that heartbreaking stuff to Charlie... ","1"
"@BOREDmommy It's so depressing. My husband insisted on taking out all of our college albums too. 15 years takes a toll on you. ","1"
"Watching &quot;True Life: I have Large Breasts&quot; - depressed that the woman with the largest breasts on the show are still smaller than mine ","1"
"@anightintoronto so depressing. ","1"
"I thought breaking up was hard to do? Im glad we can still stay friends. :] I do really hate being Single though its really depressing!  x","1"
"why do the pittsburgh penguins like to upset me so much   ","1"
"Becoming increasingly disillusioned with Twitter.     Feeling a bit depressed.  Off to bed for me.  Good night all!","1"
"@Fawaz_  I'm sorry hun. That really sucks. Does he know how much it upsets you?","1"
"@AlexAllTimeLow don't have another anxiety attack alex. ","1"
"How y'all doing? I was very depressed all day. why does this happen randomly? I get so sad and down  feel bad on my family...","1"
"Tony is very upset with the Roots right now... Says they are going to be hip hop s greattest cover band ","1"
"Doing my hiar later today, hopefully it goes well... &amp; hopefully i don't get major depressed this morning as i feel a downer coming on ","1"
"Weddings make me depressed ","1"
"Does not appriciate getting depressing texts about alex rowe leaving the band. I love him ","1"
"@babygirlparis I'm so upset that for the first time I didn't check twitter, you happened to be in Columbus. That makes me have a booface. ","1"
"@glennajlin Your score saddens me. I thought I was gonna be top of the mountain for the week.. guess not ","1"
"@TheRealJordin thats kind of depressing, Jordin ","1"
"not even going to bother. whateverrr. ","1"
"need to get back into taking my meds... stupid anxiety attacks ","1"
"I'm really upset about Pushing Daisies being canceled...I know the news was months ago but ","1"
"Has just found out some very upsetting news. I'm gonna cry. ","1"
"wowww! pisssssssed! :-@  unimpressed disheartened, miserable, frustrated, worked up, pissssy!","1"
"@6abc I just don't get how people can be this cruel and heartless to animals.  Really saddens me. ","1"
"@EmmaATLx it is.  it upsets me it got like that.","1"
"horrible day!  I'm so upset fuck this no plans but be with my sister woo woo going to see the baby aww hope he doesn't give me a hard time","1"
"I really need a job. it's depressing. I want some new records god dammit ","1"
"pretty depressed that i dont have my guy pants or comfy sweatshirt  going to bed. writing a 14 paragraph essay in the morning :b","1"
"@SnakeDoc71 just got home from a depressing shopping trip (no shoes on my size)  ... Trying 2 find somethin on tv- how about u?","1"
"@CHRIS_Daughtry Please find a way to perform Long Way! I need something other than shaky YouTube videos..I am so saddened ","1"
"I am quite depressed.  I have a long weekend and I have nothing to do! ","1"
"I hate talking to my dad sometimes. He just depresses me with all his negativity ","1"
"Home depressed  ... My date Canceled on me tonite..","1"
"Starting to draw something for @trent_reznor because he sounds really upset ","1"
"@HalfDeadPrince  that's depressing!!!!","1"
"the more i watch the previously unreleased episodes of pushing daisies the more upset i get that it got cancelled ","1"
"@David_Henrie Such a depressing game.  ","1"
"Amelia is having a rough night. I can't figure out wjais bothering her. ","1"
"@LM_HyperIsGood i'm so sorry ur upset!  i'll try my hardest to be on tomorrow!! love ya!","1"
"netball all weekend and not a pound shreeded why bother ","1"
"@Restrictor I can only imagine what it might have fetched if donated to charity .. saddened   he didn't deserve that win afterall #nascar","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"Ugh I knew it I hate brazilian food its gross now my stomach is upset ","1"
"@steelers4life87 says he can feel the city crying. What a depressing game ","1"
"I am feeling so depressed and alone, EVERYTIME the house phone rings I forget to breath of fear its news that my Grandmother has died. ","1"
"@tehskinz right so you say  I dint mment to upset you btw","1"
"@Franklero I really want understand why u are so depressed right now, i want help u, but i know how  *bad english sorry*","1"
"im depressed that were not going to St. Annes tomorow. ","1"
"is really upset.  ready for Penguins to come back tuesday. Get to play tommorow though.","1"
"why does @mileycyrus have to make my life so depressing! ","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"That was quite possibly one of the most depressing hockey games I have ever seen.  What went wrong Malkin &amp; Crosby?","1"
"Ok depressing tweets today  screw this lets be happy! Im gunna go wakeboard my worries away and get ready for the asian championships !","1"
"My head is at about an 8 on the dumb doctor pain scale. I am very upset about this because I am completely out of Advil and ibuprofen. ","1"
"is a little upset that she was at the marlins game in the rain and then the concert was cancelled! ","1"
"remembering when she was in hawaii.. never wanted to leave and sooo depressed on the flight home.  i miss hawaii!","1"
"It's finally hit me and I'm upset ","1"
"loves weddings but is sick of going to them without a date.  it gets depressing after a while...  ","1"
"I don`t understand why the FBI &amp; CIA never respond to my employment applications...it saddens me greatly... ","1"
"@sammieepaige fred was on there. :/ have you seen the chemistry work???  it's depressing. helppp meee. D:","1"
"watching titanic...i hate watching this movie because its just so depressing ","1"
"Still really bothered by teens wanting plastic surgery  We are all unique, as it should be.","1"
"Goodnight everyone, so upset about the dog, animals are not toys &amp; need to be loved ! @Lexy_xo i miss you ","1"
" goodnight yall , i'm upset . . . i might bbl tu tweet some trifling , subliminal shit , that always makes me feel better . therapy","1"
"One more episode of Newlyweds. It makes me so depressed. I really wish Nick and Jessica were still together.   Sleeep.","1"
"I feel even worse.  I don't feel like I can say anything I want to on here because people will read it and get upset. So I just.. idk.","1"
"Ok. So now that i'm older. . . Weddings depress me. ","1"
"why does it bother me so much  and why do i care?","1"
"upset i was all dressed n ready 2 go out w my girls then had an allergy attack. swollen eye n none stop sneezing is NOT fun ","1"
"@NomDuJour But the manga I read that are violent are usually depressingly so, ie. main characters dying all the time. ","1"
"upset i was all dressed n ready 2 go out w my girls then had an allergy attack! swollen eye n none stop sneezing is NOT fun ","1"
"Ugh feeling depressed right now  Sorry for the annoying tweets, tomorrow will be better.","1"
"thank goodness its almost over because i don't know how much more of this depressing movie i can take  i'm gonna cry!","1"
"@99Lives_x Calm down, sweetheart...I don't like you upset.  I gonna cry ","1"
"@toojulie4jullie  That's upsetting! Where are going to school again?","1"
"Realizing that you should be depressed is never as fun as it was before you thought of the fact. ","1"
"@imcudi stay home, be happy  it upsets me that your mad","1"
"@alphabitch Oh.  Well, I just endured Twitterus Interruptus because of puking TD. I wish they'd warn us when they have upset tummies.","1"
"@mitchelmusso - I'm still upset that you haven't tweeted me, even though you PROMISED you would when I talked to you last night. ","1"
"aww, 1 of my mum's cockatiels died  she knew it was sick, but it keeps getting sick and it's quite old  other cockatiel is very upset ","1"
"has a really bad headache..&amp;&amp; is upset that i cant go to GA wit the fam bcuz i have too work  thars some &quot;snaggle bull ish&quot;","1"
"Is all depressed and stuff. Saw a dead dog in the road, had to drive by it twice, then a dead cat. ","1"
"@okcomputer27 Yeah, i know what you mean....the internet seems to be depressing me more these days too  So i understand.","1"
"good morning everyone... the dull cloudy depressing weather of bangalore has begun! ","1"
"Up is depressing! ","1"
"has had anxiety for a good part of today. Still feelin' it now even though I'm home from work.  I need to find a different job A.S.A.P.!!!","1"
"is depressed. The sun is out! Where did all the lovely rain go?? ","1"
"has had anxiety for a good part of today. Still feelin' it now even though I'm home from work.  I need to find a new job SOON!!!","1"
"has had anxiety for a good part of today. Still feelin' it now even though I'm home from work.  I think I need to find a new job SOON!!!","1"
"@erin82883 no me neither. he just bothered me with the comments. doesn't have to be so mean ","1"
"Ugh...this is bothering me so much. ","1"
"@chelseanico Basically I got screwed out of a year of my life because they thought I was nuts.  I do have anxiety issues, though ","1"
"@chelseanico hope you feel better  I had a bad anxiety attack a few weeks ago. Sucks.","1"
"soo upset i cant sleep.   ","1"
"I'm received the shortest email, but yet the most depressing one ","1"
"I received the shortest email, but yet the most depressing one ","1"
"is upset ","1"
"it really upsets me when i see kute gay guys  y y y y????","1"
"@drylight ask @nickHodge - hes upset at me now ","1"
"@ddlovato im so upset  my mom doesnt let me come to your music video shoot. ughhh -_-","1"
"@tariseasee haha i would be quite upset if you bailed ","1"
"has an upset stomach..  http://plurk.com/p/z0b2y","1"
"Yea me 2, il hav 2 ask my mum and she mite say no  but i cnt b botherd","1"
"I am truly upset that BigPharm/BigMed/FDA titillate us with hints of relief, only to find they have been playing hanky-panky on my dime. ","1"
"feeling so depressed..hope I could change things the way I want them to be ","1"
"Ahhhh.. SATIATED after my hole in the wall asian feast! Can't believe I left my phones at home. So upset I didn't get to take pix tonite ","1"
"@evilspinmeister Great!  I am a lover of PF Chang's lettuce wrap.  Won't be bothering with that anymore...  ","1"
"@THE_REAL_SHAQ lol, dwight howard use to have all your CD and Movies you made growing up... now.. you made him upset  he hates kablam LoL","1"
"@MCCROTCHKEY I'm sorry that upset you so much ","1"
"@ckinney dunno.to tired to think of anything witty. Which saddens me. Speechless ","1"
"depressed soo depressed - need someone to talk to ","1"
"Fuck Man i just found out today that the doctors gave my grandfather only 2-6 weeks to live.....  this is some depressing shit...","1"
"Thanks for not bothering to spend time with me today.  But I understand, I'm only your girlfriend.  You have better things to do, right? ","1"
"@not_pennys_boat I am completely upset with the Canadian internet suppliers right now ","1"
"just finished watching that star trek episode where they get that weird disease... awww... Spock's secretly depressed ","1"
"Same-sex couples can get married on Sims 3...I don't know if that's depressing or uplifting. I wish I was a Sim ","1"
"Aliens is not improving my mood.  Feelin depressed.","1"
"u use all your hope for no reason  sad dissapointed and upset","1"
"upset over the blackberry! I am not materialistic!!! Am I? I don't use it's internet capabilities so I don't NEED it...but this new one ","1"
"Locke's conversation with Helen in Walkabout is so depressing ","1"
"my skype account has been hacked, now taking funds from my paypal account and skype not bothering to reply to my emails ","1"
"Good Night  (depress)","1"
"going out soon :| cnt really be botherd getting ready and its cold ","1"
"I'm so upset. I took a benadryl an hour ago and it has yet to kick in. ","1"
"Photo: suneoke: saddens me that she’s taken  *tear* lol http://tumblr.com/xgo1z1owl","1"
"Omg  I'm so dead...  I'm out of breath.. Why did I have to make her so upset? Stupid me.. ","1"
"School is finally over!!! :] Yet....its upsetting ","1"
"@blueautopsy OOOO one of those belt things? or like the cradle dodah? I really need to exercise, but I can never be bothered ","1"
"Been a while since I've been angry AND depressed at the same time...I feel that way now ","1"
"Ugh...do not like drunk calls from bothersome work people. Can't sleep now ","1"
"@RickyShucks I only drink when I'm incredibly depressed.  One of my friends likes to drink. And when she drinks, she talks about politics ","1"
"Omg my stars for this week just depressed me ","1"
"http://bit.ly/11Xdn8   Very saddening!","1"
"@goodbyecaptain Lol, you did. Hardly anyone read it though, which just kinda proved my point that no-one was that bothered  *sniffs*","1"
"this is turning up to be a depressing sunday .....   http://tinyurl.com/lyhnux","1"
"@ayeshabilqis yes for sure i was so upset that i couldnt think of anything ","1"
"either lasagna or nacho's for din-dins, mm &gt; i should probably do that english homework but i can't be bothered ","1"
"upset that the Swifts lost to Firebirds ","1"
"@johncmayer dude..this is depressing. esp at this time of night ","1"
